T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
48,Bahrain,2015,Consumer price index: General,110.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2021,Consumer price index: General,115.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2022,Consumer price index: General,119.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2023,Consumer price index: General,119.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2015,Consumer price index: Food,114.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2021,Consumer price index: Food,126.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2022,Consumer price index: Food,139.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
48,Bahrain,2023,Consumer price index: Food,148.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2000,Consumer price index: General,53.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2005,Consumer price index: General,69.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2015,Consumer price index: General,144.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2021,Consumer price index: General,200.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2022,Consumer price index: General,215.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2015,Consumer price index: Food,230.3,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2021,Consumer price index: Food,322.1,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
50,Bangladesh,2022,Consumer price index: Food,347.0,Base: July 2005-June 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2010,Consumer price index: General,100.0,Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2015,Consumer price index: General,167.6,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2021,Consumer price index: General,203.6,Data refer to the Retail Price Index.;Index base: July 2001=100.;Average for 11 months excluding data for February.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2022,Consumer price index: General,222.4,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2023,Consumer price index: General,113.1,Data refer to the Retail Price Index.;Base July 2018 = 100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2015,Consumer price index: Food,200.7,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2021,Consumer price index: Food,277.1,Data refer to the Retail Price Index.;Index base: July 2001=100.;Average for 11 months excluding data for February.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2022,Consumer price index: Food,318.0,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
52,Barbados,2023,Consumer price index: Food,115.7,Data refer to the Retail Price Index.;Base July 2018 = 100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2000,Consumer price index: General,16.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2005,Consumer price index: General,61.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2010,Consumer price index: General,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2015,Consumer price index: General,387.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2021,Consumer price index: General,586.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2022,Consumer price index: General,676.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2023,Consumer price index: General,710.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2015,Consumer price index: Food,389.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2021,Consumer price index: Food,573.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2022,Consumer price index: Food,668.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
112,Belarus,2023,Consumer price index: Food,696.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2000,Consumer price index: General,81.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2005,Consumer price index: General,90.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2015,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2021,Consumer price index: General,120.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2022,Consumer price index: General,132.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2023,Consumer price index: General,137.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2000,Consumer price index: Food,76.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2005,Consumer price index: Food,86.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2015,Consumer price index: Food,110.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2021,Consumer price index: Food,120.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2022,Consumer price index: Food,131.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
56,Belgium,2023,Consumer price index: Food,149.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
84,Belize,2000,Consumer price index: General,77.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
84,Belize,2005,Consumer price index: General,88.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
84,Belize,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
