T31,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
300,Greece,2021,Tourist/visitor arrivals (thousands),TF,,"14,705",Information is based on the border survey conducted by the Bank of Greece.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
300,Greece,2022,Tourist/visitor arrivals (thousands),TF,,"27,836",Information is based on the border survey conducted by the Bank of Greece.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
300,Greece,1995,Tourism expenditure (millions of US dollars),,,"4,182",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
300,Greece,2005,Tourism expenditure (millions of US dollars),,,"13,455",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
300,Greece,2010,Tourism expenditure (millions of US dollars),,,"13,857",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
300,Greece,2020,Tourism expenditure (millions of US dollars),,,"6,193",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
300,Greece,2021,Tourism expenditure (millions of US dollars),,,"13,666",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
300,Greece,2022,Tourism expenditure (millions of US dollars),,,"20,094",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,1995,Tourist/visitor arrivals (thousands),TF,,108,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2005,Tourist/visitor arrivals (thousands),TF,,99,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2010,Tourist/visitor arrivals (thousands),TF,,110,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2020,Tourist/visitor arrivals (thousands),TF,,54,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2021,Tourist/visitor arrivals (thousands),TF,,47,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2022,Tourist/visitor arrivals (thousands),TF,,149,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,1995,Tourism expenditure (millions of US dollars),,,76,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2005,Tourism expenditure (millions of US dollars),,,71,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2010,Tourism expenditure (millions of US dollars),,,112,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2020,Tourism expenditure (millions of US dollars),,,186,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2021,Tourism expenditure (millions of US dollars),,,232,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
308,Grenada,2022,Tourism expenditure (millions of US dollars),,,569,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
312,Guadeloupe,1995,Tourist/visitor arrivals (thousands),TF,,640,"Arrivals by air.;Excluding the north islands, Saint Barthélemy and Saint Martin (French part).;Non-resident tourists staying in all types of accommodation establishments.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
312,Guadeloupe,2005,Tourist/visitor arrivals (thousands),TF,,372,"Arrivals by air.;Excluding the north islands, Saint Barthélemy and Saint Martin (French part).","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
312,Guadeloupe,2010,Tourist/visitor arrivals (thousands),TF,,392,"Arrivals by air.;Excluding the north islands, Saint Barthélemy and Saint Martin (French part).","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
312,Guadeloupe,1995,Tourism expenditure (millions of US dollars),,,458,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
312,Guadeloupe,2005,Tourism expenditure (millions of US dollars),,,306,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
312,Guadeloupe,2010,Tourism expenditure (millions of US dollars),,,510,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
316,Guam,1995,Tourist/visitor arrivals (thousands),TF,,"1,362",Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
316,Guam,2005,Tourist/visitor arrivals (thousands),TF,,"1,228",Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
316,Guam,2010,Tourist/visitor arrivals (thousands),TF,,"1,197",Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
316,Guam,2020,Tourist/visitor arrivals (thousands),TF,,328,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
316,Guam,2021,Tourist/visitor arrivals (thousands),TF,,79,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
316,Guam,2022,Tourist/visitor arrivals (thousands),TF,,328,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2010,Tourist/visitor arrivals (thousands),TF,,"1,119",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2020,Tourist/visitor arrivals (thousands),TF,,396,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2021,Tourist/visitor arrivals (thousands),TF,,602,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2022,Tourist/visitor arrivals (thousands),TF,,"1,494",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,1995,Tourism expenditure (millions of US dollars),,,216,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2005,Tourism expenditure (millions of US dollars),,,791,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2010,Tourism expenditure (millions of US dollars),,,"1,053",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2020,Tourism expenditure (millions of US dollars),,,329,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2021,Tourism expenditure (millions of US dollars),,,393,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
320,Guatemala,2022,Tourism expenditure (millions of US dollars),,,992,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
324,Guinea,2005,Tourist/visitor arrivals (thousands),TF,,45,Arrivals by air at Conakry airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
324,Guinea,2010,Tourist/visitor arrivals (thousands),TF,,12,Arrivals by air at Conakry airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
324,Guinea,1995,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
324,Guinea,2010,Tourism expenditure (millions of US dollars),,,2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
324,Guinea,2020,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
324,Guinea,2021,Tourism expenditure (millions of US dollars),,,13,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
324,Guinea,2022,Tourism expenditure (millions of US dollars),,,11,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
624,Guinea-Bissau,2005,Tourist/visitor arrivals (thousands),TF,,5,"Arrivals at ""Osvaldo Vieira"" Airport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
624,Guinea-Bissau,2010,Tourist/visitor arrivals (thousands),TF,,22,"Arrivals at ""Osvaldo Vieira"" Airport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
624,Guinea-Bissau,2005,Tourism expenditure (millions of US dollars),,,2,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
624,Guinea-Bissau,2010,Tourism expenditure (millions of US dollars),,,13,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
624,Guinea-Bissau,2020,Tourism expenditure (millions of US dollars),,,3,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
624,Guinea-Bissau,2021,Tourism expenditure (millions of US dollars),,,16,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,1995,Tourist/visitor arrivals (thousands),TF,,106,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2005,Tourist/visitor arrivals (thousands),TF,,117,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2010,Tourist/visitor arrivals (thousands),TF,,152,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2020,Tourist/visitor arrivals (thousands),TF,,87,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2021,Tourist/visitor arrivals (thousands),TF,,158,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2022,Tourist/visitor arrivals (thousands),TF,,288,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,1995,Tourism expenditure (millions of US dollars),,,33,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2005,Tourism expenditure (millions of US dollars),,,35,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2010,Tourism expenditure (millions of US dollars),,,80,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2020,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
328,Guyana,2021,Tourism expenditure (millions of US dollars),,,26,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
332,Haiti,1995,Tourist/visitor arrivals (thousands),TF,,145,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
332,Haiti,2005,Tourist/visitor arrivals (thousands),TF,,112,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
332,Haiti,2010,Tourist/visitor arrivals (thousands),TF,,255,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
