T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
404,Kenya,1985,Balance of Payments: Current account (millions of US dollars),-115,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,1995,Balance of Payments: Current account (millions of US dollars),"-1,578",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2010,Balance of Payments: Current account (millions of US dollars),"-2,369",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2015,Balance of Payments: Current account (millions of US dollars),"-4,421",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2021,Balance of Payments: Current account (millions of US dollars),"-5,744",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2022,Balance of Payments: Current account (millions of US dollars),"-5,766",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,1995,Balance of Payments: Capital account (millions of US dollars),124,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2010,Balance of Payments: Capital account (millions of US dollars),240,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2015,Balance of Payments: Capital account (millions of US dollars),262,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2021,Balance of Payments: Capital account (millions of US dollars),196,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2022,Balance of Payments: Capital account (millions of US dollars),140,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,1985,Balance of Payments: Financial account (millions of US dollars),-82,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,1995,Balance of Payments: Financial account (millions of US dollars),252,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2010,Balance of Payments: Financial account (millions of US dollars),"-1,987",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2015,Balance of Payments: Financial account (millions of US dollars),"-4,122",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2021,Balance of Payments: Financial account (millions of US dollars),"-5,056",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
404,Kenya,2022,Balance of Payments: Financial account (millions of US dollars),"-6,310",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,1985,Balance of Payments: Current account (millions of US dollars),-2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2010,Balance of Payments: Current account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2015,Balance of Payments: Current account (millions of US dollars),56,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2021,Balance of Payments: Current account (millions of US dollars),20,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2022,Balance of Payments: Current account (millions of US dollars),-6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,1985,Balance of Payments: Capital account (millions of US dollars),7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2010,Balance of Payments: Capital account (millions of US dollars),13,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2015,Balance of Payments: Capital account (millions of US dollars),33,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2021,Balance of Payments: Capital account (millions of US dollars),11,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2022,Balance of Payments: Capital account (millions of US dollars),30,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,1985,Balance of Payments: Financial account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2010,Balance of Payments: Financial account (millions of US dollars),2,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2015,Balance of Payments: Financial account (millions of US dollars),84,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2021,Balance of Payments: Financial account (millions of US dollars),17,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
296,Kiribati,2022,Balance of Payments: Financial account (millions of US dollars),28,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2010,Balance of Payments: Current account (millions of US dollars),-678,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2015,Balance of Payments: Current account (millions of US dollars),-547,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2021,Balance of Payments: Current account (millions of US dollars),-818,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2022,Balance of Payments: Current account (millions of US dollars),-983,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2023,Balance of Payments: Current account (millions of US dollars),-795,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2010,Balance of Payments: Capital account (millions of US dollars),28,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2015,Balance of Payments: Capital account (millions of US dollars),28,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2021,Balance of Payments: Capital account (millions of US dollars),73,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2022,Balance of Payments: Capital account (millions of US dollars),40,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2023,Balance of Payments: Capital account (millions of US dollars),68,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2010,Balance of Payments: Financial account (millions of US dollars),-419,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2015,Balance of Payments: Financial account (millions of US dollars),-342,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2021,Balance of Payments: Financial account (millions of US dollars),-423,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2022,Balance of Payments: Financial account (millions of US dollars),-713,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
412,Kosovo,2023,Balance of Payments: Financial account (millions of US dollars),-383,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
414,Kuwait,1985,Balance of Payments: Current account (millions of US dollars),"4,798",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
414,Kuwait,1995,Balance of Payments: Current account (millions of US dollars),"5,016",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
